May 19 2025,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
Zix,13992,Krasen Minchev,Bulgaria,24,1.04,N/A,-166,400,10329,7076,7242,0.98,54.4,75,0.9,"{""2017"":0.96,""2018"":1.03,""2019"":0.97,""2020"":0.84}",91,"[""5347/BLUEJAYS"",""9863/FATE"",""10386/SKADE"",""6762/Bpro"",""7829/Arcade""]",0,0,0,0,0,0,0,N/A
witz,13995,Riley Go,Philippines,29,1.15,1.1,931,336,8746,6416,5485,1.17,29.1,76.7,0.91,"{""2017"":1.13,""2018"":1.09,""2019"":1.14,""2020"":1.07,""2021"":0.77}",116,"[""10206/Bren"",""5257/TNC"",""6715/Mineski"",""8408/Rampage"",""8256/Rekt"",""7837/Imperium""]",0,0,0,0,0,0,0,N/A
daxen,14000,Zdeněk Dušek,Czech Republic,26,0.96,N/A,-196,90,2487,1609,1805,0.89,49,71.8,N/A,"{""2017"":0.91,""2018"":0.96,""2019"":0.78,""2020"":0.96}",19,"[""10831/Entropiq"",""9139/BRUTE"",""7055/Inside"",""10155/MoopsXD"",""4978/GUNRUNNERS"",""4573/Fraternitas""]",0,0,0,0,0,0,0,N/A
tudsoN,14007,Filip Tudev,Poland,24,1.03,N/A,25,347,9154,6072,6047,1,39.3,70.9,0.87,"{""2017"":1.11,""2018"":0.36,""2019"":0.98,""2020"":0.87,""2021"":1.07,""2022"":1.01,""2023"":0.97,""2024"":0.81}",92,"[""12195/Seychelles"",""10396/Divine Vendetta"",""10278/9INE"",""11885/FANTASY"",""11937/NEO's Team"",""10973/Anonymo"",""8362/MAD Lions"",""10983/StylDunow"",""10996/OL"",""7681/Izako Boars"",""9797/AVEZ"",""8813/Illuminar"",""10488/Secret"",""7234/Endpoint"",""7376/m1x"",""10044/Youngsters"",""9698/2019"",""9790/ROG HenryG"",""8786/AVENGERS"",""8371/Pejnozord"",""7846/Sample"",""12594/OnyxRavens"",""12594/Onyx Ravens""]",0,0,0,0,0,0,0,N/A
zmb,14010,Leonardo Toledo,Brazil,26,0.99,0.91,-1107,689,17000,10564,11671,0.91,47.1,71.3,N/A,"{""2017"":0.54,""2019"":0.91,""2020"":0.87,""2021"":0.88,""2022"":0.92,""2023"":0.92,""2024"":0.92}",187,"[""10894/Case"",""8885/FURIA Academy"",""12755/Vikings KR"",""11555/UNO MILLE"",""13099/ex-Vikings"",""12915/NITRO""]",0,0,0,0,0,0,0,N/A
r4ul,14011,Raul Bruzaca,Brazil,30,1.02,0.97,-254,474,12431,7973,8227,0.97,49.1,72.8,0.63,"{""2017"":1,""2018"":0.92,""2019"":0.97,""2020"":1.01,""2021"":0.82,""2022"":1.02,""2023"":0.93}",164,"[""11814/Corinthians"",""11555/UNO MILLE""]",0,0,0,0,0,0,0,N/A
simix,14018,Robin Bynens,Belgium,28,0.88,0.82,-1569,429,11440,6245,7814,0.8,51.3,62,N/A,"{""2017"":0.89,""2018"":1.14,""2019"":0.89,""2020"":0.81,""2021"":0.81,""2022"":0.85}",138,"[""10999/EC Brugge"",""7848/MAESTRO"",""4579/LowLandLions"",""10795/BENELUX5"",""10162/Tenerife Titans"",""4688/Epsilon"",""7242/dizLown"",""7375/Sector One"",""9138/Spawn""]",0,0,0,0,0,0,0,N/A
kalel,14029,Kalel Lamaison,Brazil,N/A,0.98,N/A,-100,50,1299,845,945,0.89,51.6,73.7,N/A,"{""2017"":0.69,""2018"":0.95}",15,"[""9013/Bulldozer"",""8051/C4"",""9265/PITS"",""8411/Brasil Gaming House"",""6033/Keyd"",""6619/INTZ""]",0,0,0,0,0,0,0,N/A
propleh,14055,Dmitriy Senigov,Russia,27,1.03,0.98,-105,438,11642,7729,7834,0.99,49.1,74.1,0.91,"{""2017"":0.93,""2018"":0.96,""2019"":0.98,""2020"":1.01,""2021"":0.98,""2022"":1.08}",121,"[""12315/Victory Zigzag"",""11119/EPG Family"",""10831/Entropiq"",""8211/NASR"",""11708/BigD"",""10621/1WIN"",""5310/HellRaisers"",""10412/MELBET"",""7819/teamasd"",""10242/Anime Cheats"",""9182/Monolith"",""9118/RUNUP"",""8348/ex-Spartak"",""7797/Spartak""]",0,0,0,0,0,0,0,N/A
awzek,14061,Michalis Napoloni,Greece,26,1.07,N/A,-164,808,19623,13377,13541,0.99,50.6,76.4,1.02,"{""2017"":0.92,""2021"":1.01,""2022"":1.05,""2023"":1.01,""2024"":0.92}",187,"[""4501/ALTERNATE aTTaX"",""11375/REZIST"",""5395/PENTA"",""6347/Vatos Locos"",""6662/Granted""]",0,0,0,0,0,0,0,N/A
KEY,14067,Mert Çelebi,Turkey,30,0.88,N/A,-204,50,1272,724,928,0.78,49.4,67.4,0.5,"{""2017"":0.6,""2018"":0.86,""2019"":0.74}",15,"[""9539/Arena Bulls"",""7873/ConfigStarz"",""7018/DarkPassage""]",0,0,0,0,0,0,0,N/A
SARANOSTRA,14068,Özgürcan Birinci,Turkey,27,0.87,N/A,-90,30,750,483,573,0.84,63.4,68.7,0.8,"{""2017"":0.78,""2018"":0.9}",6,"[""8055/ToA"",""8263/Royal Bandits"",""7018/DarkPassage"",""7873/ConfigStarz""]",0,0,0,0,0,0,0,N/A
bishop,14069,Timur Şengül,Turkey,29,0.99,N/A,-50,42,1039,632,682,0.93,46.4,70.9,0.42,"{""2017"":0.62,""2018"":0.93,""2019"":1.01}",9,"[""9539/Arena Bulls"",""7873/ConfigStarz"",""7018/DarkPassage""]",0,0,0,0,0,0,0,N/A
hatex,14070,Cüneyd Baş,Turkey,26,1.03,N/A,-16,21,492,337,353,0.95,48.7,79.5,1.06,"{""2017"":1.05,""2018"":0.93}",5,"[""9539/Arena Bulls"",""8263/Royal Bandits"",""7018/DarkPassage"",""7873/ConfigStarz""]",0,0,0,0,0,0,0,N/A
XANATOS,14071,Anıl-Sercan Akçay,Turkey,28,0.77,N/A,-28,5,105,57,85,0.67,49.1,63.5,0.45,"{""2017"":0.75}",1,"[""7018/DarkPassage"",""7873/ConfigStarz""]",0,0,0,0,0,0,0,N/A
AAustiN,14077,Austin Urb,United States,26,0.94,0.89,-609,276,7265,4447,5056,0.88,52.8,68.8,N/A,"{""2017"":0.68,""2018"":1.05,""2019"":0.88,""2020"":0.93,""2021"":0.88,""2022"":0.84}",97,"[""11599/BHOP"",""11298/Strife"",""10463/Recon 5"",""10875/Russian Canadians"",""10836/Sixth Gear"",""10700/Swedish Canadians"",""10565/ex-iNTACT"",""9176/iNTACT"",""5699/MWNL"",""9505/Xplicit"",""7289/Hyper""]",0,0,0,0,0,0,0,N/A
TheM4N,14081,Shaun Deyzel,South Africa,28,1.03,N/A,-75,122,3135,2106,2181,0.97,48.5,75.9,N/A,"{""2017"":0.86,""2018"":0.75,""2019"":1,""2020"":0.86,""2021"":1,""2022"":0.84,""2023"":1.01,""2024"":0.97}",31,"[""12251/VYBN"",""11667/Nixuh"",""11906/blacklaminate"",""5158/Bravado"",""10857/DNMK"",""5153/Energy"",""6765/White Rabbit"",""8193/Goliath"",""10058/TOLY"",""9286/eNergy Academy"",""8730/Sinister5"",""8594/Spartan"",""8192/Orgless"",""6561/Ventus"",""12939/EXDHQ"",""12990/Exceed""]",0,0,0,0,0,0,0,N/A
snedker,14085,Simon Snedker,Denmark,22,1.06,N/A,359,271,7016,4889,4530,1.08,37.5,70.5,1.16,"{""2017"":1.01,""2018"":1.05,""2019"":0.94,""2020"":0.9}",87,"[""8704/AGF"",""7674/Ambush"",""4602/Tricked"",""8010/Odense"",""6417/KoN Denmark""]",0,0,0,0,0,0,0,N/A
Jamppi,14087,Elias Olkkonen,Finland,22,1.15,1.12,1408,503,13449,10302,8894,1.16,31.8,78.2,1,"{""2017"":1.13,""2018"":1.07,""2019"":1.19,""2020"":0.96}",173,"[""4869/ENCE"",""7865/HAVU"",""10604/KYNYNIEKAT"",""8504/SJ"",""9964/FcottoNd"",""6420/KoN Finland"",""8446/Crystal Bears"",""8814/Viral"",""7642/REHTI""]",0,0,0,0,0,0,0,N/A
renatoohaxx,14094,Renato Gonçalves,Portugal,29,1.04,0.95,-644,386,9884,6810,7454,0.91,49.4,80.1,N/A,"{""2017"":0.99,""2018"":0.9,""2019"":0.91,""2020"":0.94,""2021"":1,""2022"":0.91,""2023"":0.97,""2024"":0.83}",83,"[""10947/Rhyno"",""11486/SQUAD"",""12307/Skrill Ogres"",""12175/n00rg"",""10978/VELOX"",""11569/Fourteen"",""10192/eXploit"",""8515/OFFSET"",""4949/Giants"",""4469/k1ck"",""9466/GTZ"",""7463/HEXAGONE"",""7379/FTW"",""11862/Portuguese Family""]",0,0,0,0,0,0,0,N/A
XotiC,14109,Zack Elshani,United States,22,1.13,N/A,840,375,9900,7426,6586,1.13,37.7,77.6,0.92,"{""2017"":1.11,""2018"":1.06,""2020"":0.95,""2021"":1.13,""2022"":1.1}",183,"[""11989/Billionaires"",""11075/ChocoCheck"",""11571/Gaimin Gladiators"",""10304/Triumph"",""10357/Rebirth"",""10692/blood, sweat, and tears"",""9515/cantwinalan"",""8060/Velocity"",""6301/Splyce"",""8598/Unemployed for Christmas"",""8547/CLG Green"",""7878/CLG Academy"",""7968/ANTI ECO"",""7885/Bushido Boyz"",""11948/Nouns""]",0,0,0,0,0,0,0,N/A
alter,14111,Nick Jackson,United States,24,1.06,N/A,-62,274,7211,5136,5198,0.99,56.4,76.9,0.91,"{""2017"":0.97,""2018"":0.96,""2019"":1.04,""2020"":1.14,""2021"":0.97}",71,"[""9799/Bad News Bears"",""10747/Secret Club"",""10017/Rugratz"",""10681/Buffdaddy's Paypal"",""7841/Monstars"",""10184/MDL All-Star Katie"",""9915/BLITZKRIEG"",""9715/the boyz"",""9591/The Ruskiz"",""9102/Really Old People"",""8602/F1-racecar-PEEK"",""8845/ex-Iceberg"",""8398/Iceberg"",""7726/Swole Patrol"",""7641/L4Org"",""7558/Ajax"",""7882/Guerrilla Tactics"",""6792/Prospects"",""7720/InControl""]",0,0,0,0,0,0,0,N/A
HugoXD,14120,Hugo Hallgren,Sweden,25,1.02,N/A,-363,337,8983,5839,6202,0.94,50.8,72.9,0.92,"{""2017"":0.99,""2018"":0.92,""2019"":1.06,""2020"":0.99,""2021"":1.03,""2022"":0.97,""2023"":0.91,""2024"":0.93}",115,"[""9735/Lilmix"",""12114/ztrfanclub"",""11321/Kappa Bar"",""11245/X Gamer"",""11320/BIICEPS"",""11237/no meat pls"",""6407/DenDD"",""10922/JAMBON"",""10504/Sons Of Lennart"",""10703/trepunktnoll"",""10142/WeOnlySnusSiber1a"",""9085/Chaos"",""9427/Flow"",""6418/KoN Sweden"",""7124/passions"",""6978/Singularity"",""6497/TzatzikiKlubben"",""4468/x6tence"",""7933/Atleterna"",""7902/Robin Hood"",""12429/JACK3D"",""12577/Uruguay3"",""12604/Johnny Speeds""]",0,0,0,0,0,0,0,N/A
alex_,14126,Alexis Fasquelle,France,27,0.94,N/A,-93,45,1193,755,848,0.89,48.9,70.7,0.92,"{""2017"":0.95,""2018"":0.91}",12,"[""4914/3DMAX"",""9099/NOBO"",""7242/dizLown"",""8264/Shoulder Peeker""]",0,0,0,0,0,0,0,N/A
FIOURN,14140,QingHui Kong,China,28,0.95,0.91,-572,271,6877,4482,5054,0.89,56.9,71.6,0.71,"{""2017"":0.77,""2018"":0.89,""2019"":0.89,""2021"":0.82,""2022"":1.15,""2023"":0.88,""2024"":1.08}",59,"[""12898/Bromo""]",0,0,0,0,0,0,0,N/A
Mr.mao,14146,YiNan Wang,China,N/A,1.03,N/A,-147,101,2721,1820,1967,0.93,54.8,77.6,1.28,"{""2017"":1.08,""2018"":0.84,""2019"":0.92,""2020"":0.92,""2021"":1.05,""2022"":0.98}",28,"[""11544/WDNMD"",""11274/Captain Cook"",""8840/Lynn Vision"",""9868/Aster"",""9542/YQF"",""7892/Eclipse"",""7798/wNv""]",0,0,0,0,0,0,0,N/A
sjuush,14148,Rasmus Beck,Denmark,26,1.09,1.03,1218,1365,34678,23596,22378,1.05,51.5,75.4,1.04,"{""2017"":1.15,""2018"":1.08,""2019"":1.02,""2020"":1.04,""2021"":1,""2022"":1,""2023"":0.99,""2024"":0.96}",434,"[""7175/Heroic"",""8362/MAD Lions"",""4602/Tricked"",""8716/GoldenGitte"",""7669/Squared"",""6417/KoN Denmark"",""7674/Ambush"",""7875/struggletony"",""7986/preanus"",""8287/Faceit Grind"",""7175/HEROIC"",""4411/Ninjas in Pyjamas""]",0,6,4,41,2,0,0,N/A
RAiLWAY,14161,Artem Gradovich,Russia,27,0.99,0.93,-1059,577,15627,10367,11426,0.91,52.6,75.1,0.8,"{""2017"":0.92,""2018"":0.97,""2019"":0.9,""2020"":0.94,""2021"":0.99,""2022"":0.95}",130,"[""7244/K23"",""12044/Boston crab"",""11652/Looking For Org"",""11861/Aurora"",""11219/INDE IRAE"",""11492/GMT"",""11035/GLADIATORS"",""10931/IN.GAME"",""9183/Winstrike"",""10911/ex-Mustang Crew"",""10693/Mustang Crew"",""10564/Bogatiri"",""8669/Espada"",""9287/Unique"",""9919/Vaevictis"",""9567/tomorrow will be better"",""9055/WINside"",""7912/MAKEMiSTAKE"",""9290/PEY"",""8723/HEY"",""8604/CIS.PRO"",""7787/NOVA""]",0,0,0,0,0,0,0,N/A
RubeN,14164,Ruben Egikian,Russia,24,0.93,N/A,-132,45,1141,681,813,0.84,60.8,69.3,N/A,"{""2017"":0.85,""2018"":0.86,""2019"":0.8,""2020"":0.96}",12,"[""10673/ETHEREAL"",""10421/Hard Legion"",""9998/BlinkDagger"",""10598/cisbots"",""10427/Chill"",""7734/16yotalents"",""7912/MAKEMiSTAKE"",""7819/teamasd""]",0,0,0,0,0,0,0,N/A
vitosh,14167,Vitaly Orischenko,Russia,22,0.94,N/A,-105,53,1374,870,975,0.89,51.5,71.3,N/A,"{""2017"":0.62,""2018"":1.09,""2019"":0.97,""2020"":0.77}",9,"[""8305/DreamEaters"",""10096/EXTREMUM"",""7911/Kungar"",""9738/Mega Lada"",""9631/OPENFRAGS"",""9537/CyberEA"",""7913/Execution""]",0,0,0,0,0,0,0,N/A
rAge,14171,Dmitry Bolotov,Ukraine,26,1.07,N/A,688,385,10265,6901,6213,1.11,31.8,71.2,0.75,"{""2017"":0.93,""2018"":1.09,""2019"":1.06,""2020"":1,""2021"":1.07}",152,"[""12402/faceaters"",""12215/crisinjo"",""12136/Shababs Botten"",""11218/okura"",""11175/KHAN"",""11168/TBATBATBA"",""11028/beznadejdi"",""10972/Cult"",""10421/Hard Legion"",""10473/Project X"",""8898/Windigo Academy"",""9193/PLINK"",""8542/Lin4evateli"",""8438/Leny4evateli"",""7266/Vengeance""]",0,0,0,0,0,0,0,N/A
Aunkere,14175,Eugene Karyat,Russia,24,1.09,N/A,335,430,10963,7786,7451,1.04,54.7,78.4,0.9,"{""2017"":1.06,""2018"":1,""2019"":0.99,""2020"":1.04,""2021"":1.12,""2022"":0.97,""2023"":1.17,""2024"":0.9}",119,"[""12341/Team Aunkere"",""12083/Team Lobanjica"",""12183/The Witchers"",""11540/Benched Heroes"",""8135/FORZE"",""11632/BOOMSHAKE"",""11475/Team Evelone192"",""10371/NAVI Junior"",""10982/cr1ps"",""9991/KAV0"",""10195/bootcampPARTY"",""8589/5balls"",""9193/PLINK"",""8847/HOLLYWOOD"",""7472/Ha MaSSe"",""8771/weWILLwin"",""7143/Pufiki"",""7915/Fantazerbl"",""12925/ROFLAN SQUAD"",""12967/WW"",""13131/EGOISTO""]",0,0,0,0,0,0,0,N/A
misutaaa,14176,Kévin Rabier,France,22,1.04,0.96,-321,979,24697,16334,16655,0.98,54.9,72.1,0.97,"{""2017"":0.92,""2018"":0.66,""2019"":1.2,""2020"":0.94,""2021"":0.98,""2022"":0.94,""2023"":1,""2024"":1.02}",241,"[""11164/Into the Breach"",""11283/Falcons"",""9565/Vitality"",""10530/Legends"",""6586/Viva Algeria"",""10458/2115"",""10324/XDDD"",""8692/ROG HOUNGOUNGAGNE"",""9783/Exalty"",""9671/Make Your Destiny"",""8767/PressZ"",""7009/MeMyself&I"",""4914/3DMAX"",""10278/9INE"",""12815/11 minutos tarde"",""13172/Mercenaires"",""13155/Little Red Door"",""13251/Mousquetaires""]",0,2,1,12,2,0,0,N/A
tenkane,14179,Aarne Vuoristo,Finland,24,0.99,N/A,-37,21,581,371,408,0.91,28.8,68.6,N/A,"{""2017"":0.98,""2020"":0.8}",11,"[""8504/SJ"",""8517/PUR$i$EURA"",""8496/Pur$iseura"",""6420/KoN Finland"",""4869/ENCE""]",0,0,0,0,0,0,0,N/A
lainNy,14198,Dilans Feldmanis,Latvia,24,1.1,N/A,104,107,2881,2125,2021,1.05,45.7,80.1,0.86,"{""2017"":1.08,""2018"":1.04,""2019"":1.05}",41,"[""10382/RADNICKI"",""10269/potatosquad"",""7234/Endpoint"",""9984/DarkSpawn"",""8369/Smoke Criminals"",""7299/Asterion"",""7864/TTFU"",""7923/Noobs Gone Wild""]",0,0,0,0,0,0,0,N/A
Fearoth,14199,Enzo Mestari,France,27,1.05,N/A,154,184,4867,3404,3250,1.05,35.8,74.1,0.97,"{""2017"":0.94,""2018"":1,""2019"":1.12,""2020"":1.25}",63,"[""6368/Red Instinct"",""8369/Smoke Criminals"",""9865/Mock-it"",""4914/3DMAX"",""7299/Asterion"",""7864/TTFU"",""7923/Noobs Gone Wild""]",0,0,0,0,0,0,0,N/A
coolio,14202,András Fercsák,Hungary,24,0.94,0.9,-777,507,13276,7744,8521,0.91,53.6,64.4,0.77,"{""2017"":0.97,""2019"":0.9,""2020"":0.89,""2021"":0.91,""2022"":0.9,""2023"":0.91,""2024"":0.93}",219,"[""12382/RUBIK"",""12313/ex-DomiNation"",""12182/DomiNation"",""11001/ONYX"",""9802/Budapest Five"",""9939/Salamander"",""9923/1998"",""7673/Sensei"",""5058/Hungary"",""10371/NAVI Junior"",""12824/BUHAWI""]",0,0,0,0,0,0,0,N/A
Shakezullah,14203,Alan Hardeman,United States,27,1,0.94,-476,864,22457,13782,14258,0.97,42.3,68.8,0.83,"{""2017"":0.96,""2018"":1,""2019"":0.95,""2020"":0.89,""2021"":0.95,""2022"":0.96,""2023"":1.07,""2024"":0.4}",336,"[""12241/WITHOUT WARNING"",""12005/TBB"",""11914/Pete's Hookah Lounge"",""11822/Gas Money"",""11738/Doing Fun"",""9799/Bad News Bears"",""10304/Triumph"",""9085/Chaos"",""7612/Ben's Anime Team"",""6978/Singularity"",""9176/iNTACT"",""8602/F1-racecar-PEEK"",""8084/The Fundamentals"",""8400/Almost Chad's"",""4645/mouseSpaz"",""12301/FlyQuest RED""]",0,0,0,0,0,0,0,N/A
R0b3n,14205,Roberts Čigauskis,Latvia,21,1.04,1,208,530,13950,9481,9273,1.02,49.7,74.4,0.84,"{""2017"":1.12,""2018"":1.1,""2019"":0.97,""2020"":0.95,""2021"":0.96,""2022"":0.68}",173,"[""11652/Looking For Org"",""11788/Neon Rangers"",""11025/CrowCrowd"",""10929/ex-ETHEREAL"",""10673/ETHEREAL"",""9287/Unique"",""7017/Space Jam"",""8782/SPLY"",""7101/Comanche"",""8238/CK$"",""7264/spray'n'pray"",""7926/asd123""]",0,0,0,0,0,0,0,N/A
hns,14217,Hannes Johansson,Sweden,25,0.98,N/A,-607,425,11018,7166,7773,0.92,47,71.5,0.75,"{""2017"":0.8,""2018"":0.84,""2019"":0.87,""2020"":1.04,""2021"":0.96,""2022"":1.03}",112,"[""9735/Lilmix"",""11425/PROSPECTS"",""7823/fightclub"",""5133/Sweden"",""8963/Lyngby Vikings"",""10999/EC Brugge"",""5014/Begrip"",""10040/The Final Tribe"",""8020/Vexed"",""9347/Represent"",""6497/TzatzikiKlubben"",""6369/Dead Pixels"",""8392/TEAM5"",""8174/Orimligt"",""7952/#FREEIBP"",""7931/GAMERZ RED"",""11641/Metizport""]",0,0,0,0,0,0,0,N/A
Plopski,14218,Nicolas Gonzalez Zamora,Sweden,23,1.08,1.01,1122,1519,38987,26989,25867,1.04,43.5,76.9,1,"{""2017"":1.1,""2018"":1.05,""2019"":1.06,""2020"":1,""2021"":0.93,""2022"":0.93,""2023"":1,""2024"":1.02}",489,"[""6902/GODSENT"",""4411/Ninjas in Pyjamas"",""10956/Broderna145"",""6685/Ancient"",""9481/x6tence Galaxy"",""9382/Equals"",""6418/KoN Sweden"",""6978/Singularity"",""7613/Red Reserve"",""6497/TzatzikiKlubben"",""4468/x6tence"",""7124/passions"",""7933/Atleterna"",""5133/Sweden"",""11641/Metizport""]",0,2,1,21,2,0,0,N/A
kaper,14221,Kacper Słoma,Poland,27,1.02,0.96,-168,536,14240,9154,9322,0.98,44.2,72.1,0.96,"{""2017"":0.93,""2018"":0.99,""2019"":0.96,""2020"":0.98}",167,"[""10753/GRAFICIARZE"",""10426/Wisla Krakow"",""8911/adwokacik"",""8068/AGO"",""7000/tomorrow"",""6134/Kinguin"",""8645/KOPUNIO"",""6570/DEEZ NUTS"",""7877/heliumsgrabbar""]",0,0,0,2,0,0,0,N/A
KroNoZ,14223,Jacob Bengtsson,Denmark,25,0.93,N/A,-117,41,1063,664,781,0.85,48.8,69.5,N/A,"{""2017"":0.7,""2018"":0.97}",6,"[""8963/Lyngby Vikings"",""8081/roughtimes"",""7859/InTheM1x""]",0,0,0,0,0,0,0,N/A
oopee,14236,Olli Piispanen,Finland,27,1.03,0.97,-240,302,7619,5167,5407,0.96,55.1,74.7,1.12,"{""2017"":0.97,""2018"":0.93,""2019"":0.74,""2020"":0.86,""2021"":0.96,""2022"":0.88,""2023"":1.01,""2024"":1.03}",86,"[""13252/ Skinvault"",""13203/ex-Heimo"",""12522/Heimo"",""11017/VISU"",""11713/Bob"",""11520/temp"",""10116/hREDS"",""7434/Conquer"",""9604/Turku Evolution"",""6420/KoN Finland"",""8471/rat-gang""]",0,0,0,0,0,0,0,N/A
Vster,14242,Christian Vestergaard,Denmark,23,0.96,N/A,-639,223,5113,3090,3729,0.83,52.9,72.9,N/A,"{""2017"":1.36,""2020"":0.73,""2021"":0.82,""2022"":1.22,""2023"":0.87,""2024"":0.87}",48,"[""11664/Atlantic"",""11854/minion bobs"",""12026/Hvor Er Du Bro?"",""9621/AaB"",""6978/Singularity"",""10724/Aalborg Rebels"",""6417/KoN Denmark"",""12641/Walkover"",""12787/WOPA""]",0,0,0,0,0,0,0,N/A
ToH1o,14246,Anton Georgiev,Bulgaria,34,0.54,N/A,-36,3,76,17,53,0.32,58.8,31.7,N/A,"{""2017"":0.47}",0,"[""7397/Outlaws""]",0,0,0,0,0,0,0,N/A
pdy,14269,Patrick Merken,Germany,26,1.04,N/A,-204,204,5455,3769,3973,0.95,50,77.2,1.18,"{""2017"":0.57,""2018"":0.94,""2019"":0.91,""2020"":1.08,""2021"":1.04,""2022"":0.92}",54,"[""4501/ALTERNATE aTTaX"",""9789/NLG"",""5395/PENTA"",""6343/EURONICS"",""6693/PANTHERS"",""4689/EYES ON U"",""7960/WiseWizards Academy""]",0,0,0,0,0,0,0,N/A
ReacTioNNN,14270,Alexander Grassauer,Austria,22,1.02,N/A,-28,34,831,551,579,0.95,50.6,73.4,0.72,"{""2017"":0.87,""2018"":1.09,""2020"":1.03,""2021"":0.62,""2022"":0.78}",10,"[""5104/Austria"",""10176/Rhein Neckar"",""6693/PANTHERS"",""8714/ALPENKINGZ"",""8369/Smoke Criminals"",""5347/BLUEJAYS"",""7960/WiseWizards Academy""]",0,0,0,0,0,0,0,N/A
iDISBALANCE,14273,Artem Egorov,Russia,28,1.11,1.07,3403,1542,39407,27359,23956,1.14,26.7,71.5,1.02,"{""2017"":1.05,""2018"":1.1,""2019"":1.05,""2020"":1.06,""2021"":1.09,""2022"":1.13,""2023"":1.04,""2024"":1.01}",493,"[""11883/9 Pandas"",""7244/K23"",""7969/Nemiga"",""7020/Spirit"",""9998/BlinkDagger"",""8772/Syman"",""9792/ROG ceh9"",""9567/tomorrow will be better"",""9547/skipping school"",""7427/eL'quvet"",""7472/Ha MaSSe"",""12124/Insilio"",""13046/CS2News""]",0,0,0,0,0,0,0,N/A
SkulL,14290,Jordan Newland,Australia,27,1,0.93,-1461,787,20079,13095,14556,0.9,43.1,75.1,0.81,"{""2017"":0.98,""2018"":0.9,""2019"":0.93,""2020"":0.89,""2021"":0.97,""2022"":0.94,""2023"":0.91,""2024"":0.86}",188,"[""12203/sunday school"",""11354/The Big Dogs"",""12212/ex-Antic"",""11624/Antic"",""10711/Overt"",""10828/Caught off Guard"",""7972/R!OT"",""10205/Bizarre"",""10712/Bantz"",""10834/ex-Incept"",""7135/Incept"",""6010/Chiefs"",""10505/ex-Genuine"",""9747/Genuine"",""8536/Ground Zero"",""8826/Taboo"",""8802/Hurricane Dolphin"",""8726/SI"",""7967/Masterminds"",""12455/Vantage"",""12472/MANTRA"",""12921/Housebets""]",0,0,0,0,0,0,0,N/A
hazr,14294,Jared O'Bree,Australia,23,1.13,1.08,1599,1117,27671,20444,18845,1.08,56.2,80.5,0.88,"{""2017"":1.01,""2018"":1.03,""2019"":1.09,""2020"":1.08,""2021"":1.2,""2022"":0.98,""2023"":1.1,""2024"":0.97}",257,"[""10672/VERTEX"",""11726/Encore"",""11300/Looking For Org"",""6158/Dire Wolves"",""5293/AVANT"",""9484/Breakaway"",""8887/Rise and Grind"",""8536/Ground Zero"",""8812/disORDER"",""8725/merry"",""8801/Knights"",""7212/Dark Sided"",""8044/Riotous Raccoons"",""8041/TRIDENT Storm"",""7972/R!OT"",""12587/Bad News Kangaroos"",""8210/TALON"",""13212/ex-TALON""]",0,0,0,0,0,0,0,N/A
SeokE,14307,Gi-Seok Kim,Korea,22,1.01,N/A,-32,138,3537,2272,2304,0.99,44.7,67.9,0.89,"{""2017"":1.02,""2018"":0.96,""2019"":0.98}",37,"[""8852/GOSU"",""8654/Ardeont"",""8500/Ardeont Academy"",""8202/CS00"",""6474/MVP Project""]",0,0,0,0,0,0,0,N/A
H4RR3,14311,Haris Hadzic,Norway,26,1.03,0.95,-843,694,18646,12272,13115,0.94,50.2,75.1,0.95,"{""2017"":0.97,""2018"":0.9,""2019"":0.93,""2020"":0.92,""2021"":1.01,""2022"":0.97}",215,"[""11641/Metizport"",""10943/777"",""5422/Dignitas"",""8769/Nordavind"",""9802/Budapest Five"",""10031/EloPerMinute"",""6419/KoN Norway"",""8473/NOREG"",""5792/icsu"",""8425/Acapella"",""8537/Kingpins"",""4611/Temp.no"",""7677/Nordic Warthogs"",""8209/Pompa""]",0,0,0,0,0,0,0,N/A
ObZen,14329,James Levy ,Australia,26,1.08,1.05,462,281,7186,5047,4585,1.1,35.3,72.4,N/A,"{""2017"":0.94,""2019"":1.02,""2020"":1.1,""2021"":1.09,""2022"":1,""2023"":0.96}",106,"[""12102/Stirlzs Angels"",""11204/Warriors"",""11776/Morbin5"",""11624/Antic"",""10711/Overt"",""11354/The Big Dogs"",""8536/Ground Zero"",""10590/ex-Bizarre"",""7972/R!OT"",""10205/Bizarre"",""8883/Downfall"",""5607/SYF"",""8435/seadoggs"",""7983/Paradox""]",0,0,0,0,0,0,0,N/A
Viking,14340,Abdalmjeed Saleh,Saudi Arabia,21,0.91,N/A,-94,24,613,372,466,0.8,48.9,71.5,N/A,"{""2017"":0.9,""2018"":0.82,""2019"":1.14,""2021"":0.78}",10,"[""7047/Saudi Arabia"",""11315/AlNasser"",""11283/Falcons"",""10395/EZ5"",""9206/38arbel97ra2"",""8442/ArchNemesis"",""7993/One-Tapz""]",0,0,0,0,0,0,0,N/A
